id_credito;tipo_error;detalle
750556;"Error API S2";"Respuesta sin estadoCuenta"
753452;"Error API S2";"Respuesta sin estadoCuenta"
754208;"Error API S2";"Respuesta sin estadoCuenta"
771801;"Error API S2";"Respuesta sin estadoCuenta"
774141;"Error API S2";"Respuesta sin estadoCuenta"
796862;"Error API S2";"Respuesta sin estadoCuenta"
799127;"Error API S2";"Respuesta sin estadoCuenta"
814973;"Error API S2";"Respuesta sin estadoCuenta"
824416;"Error API S2";"Respuesta sin estadoCuenta"
834393;"Error API S2";"Respuesta sin estadoCuenta"
838466;"Error API S2";"Respuesta sin estadoCuenta"
846239;"Error API S2";"Respuesta sin estadoCuenta"
847984;"Error API S2";"Respuesta sin estadoCuenta"
876619;"Error API S2";"Respuesta sin estadoCuenta"
884073;"Error API S2";"Respuesta sin estadoCuenta"
887042;"Error API S2";"Respuesta sin estadoCuenta"
890858;"Error API S2";"Respuesta sin estadoCuenta"
895447;"Error API S2";"Respuesta sin estadoCuenta"
895804;"Error API S2";"Respuesta sin estadoCuenta"
897660;"Error API S2";"Respuesta sin estadoCuenta"
898670;"Error API S2";"Respuesta sin estadoCuenta"
907336;"Error API S2";"Respuesta sin estadoCuenta"
908591;"Error API S2";"Respuesta sin estadoCuenta"
917829;"Error API S2";"Respuesta sin estadoCuenta"
920581;"Error API S2";"Respuesta sin estadoCuenta"
922807;"Error API S2";"Respuesta sin estadoCuenta"
942210;"Error API S2";"Respuesta sin estadoCuenta"
943486;"Error API S2";"Respuesta sin estadoCuenta"
947652;"Error API S2";"Respuesta sin estadoCuenta"
952128;"Error API S2";"Respuesta sin estadoCuenta"
959820;"Error API S2";"Respuesta sin estadoCuenta"
961324;"Error API S2";"Respuesta sin estadoCuenta"
962371;"Error API S2";"Respuesta sin estadoCuenta"
966983;"Error API S2";"Respuesta sin estadoCuenta"
983872;"Error API S2";"Respuesta sin estadoCuenta"
1002220;"Error API S2";"Respuesta sin estadoCuenta"
1009304;"Error API S2";"Respuesta sin estadoCuenta"
1011262;"Error API S2";"Respuesta sin estadoCuenta"
1011507;"Error API S2";"Respuesta sin estadoCuenta"
1012751;"Error API S2";"Respuesta sin estadoCuenta"
1021677;"Error API S2";"Respuesta sin estadoCuenta"
1021684;"Error API S2";"Respuesta sin estadoCuenta"
1027003;"Error API S2";"Respuesta sin estadoCuenta"
1035709;"Error API S2";"Respuesta sin estadoCuenta"
1060386;"Error API S2";"Respuesta sin estadoCuenta"
1068498;"Error API S2";"Respuesta sin estadoCuenta"
1071841;"Error API S2";"Respuesta sin estadoCuenta"
1080046;"Error API S2";"Respuesta sin estadoCuenta"
1081737;"Error API S2";"Respuesta sin estadoCuenta"
1086679;"Error API S2";"Respuesta sin estadoCuenta"
1091595;"Error API S2";"Respuesta sin estadoCuenta"
1092659;"Error API S2";"Respuesta sin estadoCuenta"
1099134;"Error API S2";"Respuesta sin estadoCuenta"
1106414;"Error API S2";"Respuesta sin estadoCuenta"
1109262;"Error API S2";"Respuesta sin estadoCuenta"
1114069;"Error API S2";"Respuesta sin estadoCuenta"
1114647;"Error API S2";"Respuesta sin estadoCuenta"
1115576;"Error API S2";"Respuesta sin estadoCuenta"
1135180;"Error API S2";"Respuesta sin estadoCuenta"
1140683;"Error API S2";"Respuesta sin estadoCuenta"
1147460;"Error API S2";"Respuesta sin estadoCuenta"
1149989;"Error API S2";"Respuesta sin estadoCuenta"
1157050;"Error API S2";"Respuesta sin estadoCuenta"
1160735;"Error API S2";"Respuesta sin estadoCuenta"
1163754;"Error API S2";"Respuesta sin estadoCuenta"
1174502;"Error API S2";"Respuesta sin estadoCuenta"
1178357;"Error API S2";"Respuesta sin estadoCuenta"
1179852;"Error API S2";"Respuesta sin estadoCuenta"
1183921;"Error API S2";"Respuesta sin estadoCuenta"
1190314;"Error API S2";"Respuesta sin estadoCuenta"
1194348;"Error API S2";"Respuesta sin estadoCuenta"
1195411;"Error API S2";"Respuesta sin estadoCuenta"
1199187;"Error API S2";"Respuesta sin estadoCuenta"
1202675;"Error API S2";"Respuesta sin estadoCuenta"
1211128;"Error API S2";"Respuesta sin estadoCuenta"
1212818;"Error API S2";"Respuesta sin estadoCuenta"
1216927;"Error API S2";"Respuesta sin estadoCuenta"
1217504;"Error API S2";"Respuesta sin estadoCuenta"
1219353;"Error API S2";"Respuesta sin estadoCuenta"
1220511;"Error API S2";"Respuesta sin estadoCuenta"
1222140;"Error API S2";"Respuesta sin estadoCuenta"
1222635;"Error API S2";"Respuesta sin estadoCuenta"
1223915;"Error API S2";"Respuesta sin estadoCuenta"
1226512;"Error API S2";"Respuesta sin estadoCuenta"
1233119;"Error API S2";"Respuesta sin estadoCuenta"
1237713;"Error API S2";"Respuesta sin estadoCuenta"
1238776;"Error API S2";"Respuesta sin estadoCuenta"
1239859;"Error API S2";"Respuesta sin estadoCuenta"
1242654;"Error API S2";"Respuesta sin estadoCuenta"
1247894;"Error API S2";"Respuesta sin estadoCuenta"
1257255;"Error API S2";"Respuesta sin estadoCuenta"
1258377;"Error API S2";"Respuesta sin estadoCuenta"
1258472;"Error API S2";"Respuesta sin estadoCuenta"
1258626;"Error API S2";"Respuesta sin estadoCuenta"
1260247;"Error API S2";"Respuesta sin estadoCuenta"
1263210;"Error API S2";"Respuesta sin estadoCuenta"
1263697;"Error API S2";"Respuesta sin estadoCuenta"
1264189;"Error API S2";"Respuesta sin estadoCuenta"
1264854;"Error API S2";"Respuesta sin estadoCuenta"
1276149;"Error API S2";"Respuesta sin estadoCuenta"
1277597;"Error API S2";"Respuesta sin estadoCuenta"
1283725;"Error API S2";"Respuesta sin estadoCuenta"
1284958;"Error API S2";"Respuesta sin estadoCuenta"
1287879;"Error API S2";"Respuesta sin estadoCuenta"
1288384;"Error API S2";"Respuesta sin estadoCuenta"
1289087;"Error API S2";"Respuesta sin estadoCuenta"
1292031;"Error API S2";"Respuesta sin estadoCuenta"
1292328;"Error API S2";"Respuesta sin estadoCuenta"
1293756;"Error API S2";"Respuesta sin estadoCuenta"
1294343;"Error API S2";"Respuesta sin estadoCuenta"
1295116;"Error API S2";"Respuesta sin estadoCuenta"
1299779;"Error API S2";"Respuesta sin estadoCuenta"
1299845;"Error API S2";"Respuesta sin estadoCuenta"
1300146;"Error API S2";"Respuesta sin estadoCuenta"
1302723;"Error API S2";"Respuesta sin estadoCuenta"
1302839;"Error API S2";"Respuesta sin estadoCuenta"
1306503;"Error API S2";"Respuesta sin estadoCuenta"
1310288;"Error API S2";"Respuesta sin estadoCuenta"
1312606;"Error API S2";"Respuesta sin estadoCuenta"
1315416;"Error API S2";"Respuesta sin estadoCuenta"
1315734;"Error API S2";"Respuesta sin estadoCuenta"
1317281;"Error API S2";"Respuesta sin estadoCuenta"
1319676;"Error API S2";"Respuesta sin estadoCuenta"
1319747;"Error API S2";"Respuesta sin estadoCuenta"
1323107;"Error API S2";"Respuesta sin estadoCuenta"
1323999;"Error API S2";"Respuesta sin estadoCuenta"
1324223;"Error API S2";"Respuesta sin estadoCuenta"
1324309;"Error API S2";"Respuesta sin estadoCuenta"
1324926;"Error API S2";"Respuesta sin estadoCuenta"
1325163;"Error API S2";"Respuesta sin estadoCuenta"
1325734;"Error API S2";"Respuesta sin estadoCuenta"
1329170;"Error API S2";"Respuesta sin estadoCuenta"
1330906;"Error API S2";"Respuesta sin estadoCuenta"
1331110;"Error API S2";"Respuesta sin estadoCuenta"
1331985;"Error API S2";"Respuesta sin estadoCuenta"
1339172;"Error API S2";"Respuesta sin estadoCuenta"
1339422;"Error API S2";"Respuesta sin estadoCuenta"
1341840;"Error API S2";"Respuesta sin estadoCuenta"
1344486;"Error API S2";"Respuesta sin estadoCuenta"
1346081;"Error API S2";"Respuesta sin estadoCuenta"
1347445;"Error API S2";"Respuesta sin estadoCuenta"
1348532;"Error API S2";"Respuesta sin estadoCuenta"
1348899;"Error API S2";"Respuesta sin estadoCuenta"
1349576;"Error API S2";"Respuesta sin estadoCuenta"
1350610;"Error API S2";"Respuesta sin estadoCuenta"
1351071;"Error API S2";"Respuesta sin estadoCuenta"
1351979;"Error API S2";"Respuesta sin estadoCuenta"
1352012;"Error API S2";"Respuesta sin estadoCuenta"
1353854;"Error API S2";"Respuesta sin estadoCuenta"
1357083;"Error API S2";"Respuesta sin estadoCuenta"
1360904;"Error API S2";"Respuesta sin estadoCuenta"
1363634;"Error API S2";"Respuesta sin estadoCuenta"
1363705;"Error API S2";"Respuesta sin estadoCuenta"
1363898;"Error API S2";"Respuesta sin estadoCuenta"
1368309;"Error API S2";"Respuesta sin estadoCuenta"
1368493;"Error API S2";"Respuesta sin estadoCuenta"
1369370;"Error API S2";"Respuesta sin estadoCuenta"
1372328;"Error API S2";"Respuesta sin estadoCuenta"
1375783;"Error API S2";"Respuesta sin estadoCuenta"
1377551;"Error API S2";"Respuesta sin estadoCuenta"
1379836;"Error API S2";"Respuesta sin estadoCuenta"
1381568;"Error API S2";"Respuesta sin estadoCuenta"
1383639;"Error API S2";"Respuesta sin estadoCuenta"
1385683;"Error API S2";"Respuesta sin estadoCuenta"
1388228;"Error API S2";"Respuesta sin estadoCuenta"
1392915;"Error API S2";"Respuesta sin estadoCuenta"
1392949;"Error API S2";"Respuesta sin estadoCuenta"
1393225;"Error API S2";"Respuesta sin estadoCuenta"
1396838;"Error API S2";"Respuesta sin estadoCuenta"
1397112;"Error API S2";"Respuesta sin estadoCuenta"
1398209;"Error API S2";"Respuesta sin estadoCuenta"
1398908;"Error API S2";"Respuesta sin estadoCuenta"
1401910;"Error API S2";"Respuesta sin estadoCuenta"
1402877;"Error API S2";"Respuesta sin estadoCuenta"
1407177;"Error API S2";"Respuesta sin estadoCuenta"
1408963;"Error API S2";"Respuesta sin estadoCuenta"
1410840;"Error API S2";"Respuesta sin estadoCuenta"
1410999;"Error API S2";"Respuesta sin estadoCuenta"
1411468;"Error API S2";"Respuesta sin estadoCuenta"
1413915;"Error API S2";"Respuesta sin estadoCuenta"
1416576;"Error API S2";"Respuesta sin estadoCuenta"
1420099;"Error API S2";"Respuesta sin estadoCuenta"
1423359;"Error API S2";"Respuesta sin estadoCuenta"
1427434;"Error API S2";"Respuesta sin estadoCuenta"
1428568;"Error API S2";"Respuesta sin estadoCuenta"
1430331;"Error API S2";"Respuesta sin estadoCuenta"
1435880;"Error API S2";"Respuesta sin estadoCuenta"
1437199;"Error API S2";"Respuesta sin estadoCuenta"
1437347;"Error API S2";"Respuesta sin estadoCuenta"
1438256;"Error API S2";"Respuesta sin estadoCuenta"
1439396;"Error API S2";"Respuesta sin estadoCuenta"
1440934;"Error API S2";"Respuesta sin estadoCuenta"
1444898;"Error API S2";"Respuesta sin estadoCuenta"
1449693;"Error API S2";"Respuesta sin estadoCuenta"
1454234;"Error API S2";"Respuesta sin estadoCuenta"
1460347;"Error API S2";"Respuesta sin estadoCuenta"
1466042;"Error API S2";"Respuesta sin estadoCuenta"
1467123;"Error API S2";"Respuesta sin estadoCuenta"
1475115;"Error API S2";"Respuesta sin estadoCuenta"
1476534;"Error API S2";"Respuesta sin estadoCuenta"
1482964;"Error API S2";"Respuesta sin estadoCuenta"
1482982;"Error API S2";"Respuesta sin estadoCuenta"
1483485;"Error API S2";"Respuesta sin estadoCuenta"
1484037;"Error API S2";"Respuesta sin estadoCuenta"
1485879;"Error API S2";"Respuesta sin estadoCuenta"
1486002;"Error API S2";"Respuesta sin estadoCuenta"
1486586;"Error API S2";"Respuesta sin estadoCuenta"
1487213;"Error API S2";"Respuesta sin estadoCuenta"
1487315;"Error API S2";"Respuesta sin estadoCuenta"
1489042;"Error API S2";"Respuesta sin estadoCuenta"
1489581;"Error API S2";"Respuesta sin estadoCuenta"
1490243;"Error API S2";"Respuesta sin estadoCuenta"
1490637;"Error API S2";"Respuesta sin estadoCuenta"
1491981;"Error API S2";"Respuesta sin estadoCuenta"
1496042;"Error API S2";"Respuesta sin estadoCuenta"
1496580;"Error API S2";"Respuesta sin estadoCuenta"
1497132;"Error API S2";"Respuesta sin estadoCuenta"
1497313;"Error API S2";"Respuesta sin estadoCuenta"
1497547;"Error API S2";"Respuesta sin estadoCuenta"
1497974;"Error API S2";"Respuesta sin estadoCuenta"
1498634;"Error API S2";"Respuesta sin estadoCuenta"
1500793;"Error API S2";"Respuesta sin estadoCuenta"
1501498;"Error API S2";"Respuesta sin estadoCuenta"
1504526;"Error API S2";"Respuesta sin estadoCuenta"
1505640;"Error API S2";"Respuesta sin estadoCuenta"
1505967;"Error API S2";"Respuesta sin estadoCuenta"
1507628;"Error API S2";"Respuesta sin estadoCuenta"
1507763;"Error API S2";"Respuesta sin estadoCuenta"
1509921;"Error API S2";"Respuesta sin estadoCuenta"
1511235;"Error API S2";"Respuesta sin estadoCuenta"
1519667;"Error API S2";"Respuesta sin estadoCuenta"
1524421;"Error API S2";"Respuesta sin estadoCuenta"
1524530;"Error API S2";"Respuesta sin estadoCuenta"
1528108;"Error API S2";"Respuesta sin estadoCuenta"
1538035;"Error API S2";"Respuesta sin estadoCuenta"
1539522;"Error API S2";"Respuesta sin estadoCuenta"
1540494;"Error API S2";"Respuesta sin estadoCuenta"
1541351;"Error API S2";"Respuesta sin estadoCuenta"
1542634;"Error API S2";"Respuesta sin estadoCuenta"
1548260;"Error API S2";"Respuesta sin estadoCuenta"
1553167;"Error API S2";"Respuesta sin estadoCuenta"
1554076;"Error API S2";"Respuesta sin estadoCuenta"
1555713;"Error API S2";"Respuesta sin estadoCuenta"
1558959;"Error API S2";"Respuesta sin estadoCuenta"
1562022;"Error API S2";"Respuesta sin estadoCuenta"
1565675;"Error API S2";"Respuesta sin estadoCuenta"
1566876;"Error API S2";"Respuesta sin estadoCuenta"
1567247;"Error API S2";"Respuesta sin estadoCuenta"
1567583;"Error API S2";"Respuesta sin estadoCuenta"
1568051;"Error API S2";"Respuesta sin estadoCuenta"
1569729;"Error API S2";"Respuesta sin estadoCuenta"
1574463;"Error API S2";"Respuesta sin estadoCuenta"
1576944;"Error API S2";"Respuesta sin estadoCuenta"
1577070;"Error API S2";"Respuesta sin estadoCuenta"
1578386;"Error API S2";"Respuesta sin estadoCuenta"
1578545;"Error API S2";"Respuesta sin estadoCuenta"
1578679;"Error API S2";"Respuesta sin estadoCuenta"
1580029;"Error API S2";"Respuesta sin estadoCuenta"
1580800;"Error API S2";"Respuesta sin estadoCuenta"
1582428;"Error API S2";"Respuesta sin estadoCuenta"
1583568;"Error API S2";"Respuesta sin estadoCuenta"
1584994;"Error API S2";"Respuesta sin estadoCuenta"
1588097;"Error API S2";"Respuesta sin estadoCuenta"
1589999;"Error API S2";"Respuesta sin estadoCuenta"
1591848;"Error API S2";"Respuesta sin estadoCuenta"
1594279;"Error API S2";"Respuesta sin estadoCuenta"
1594513;"Error API S2";"Respuesta sin estadoCuenta"
1596915;"Error API S2";"Respuesta sin estadoCuenta"
1599147;"Error API S2";"Respuesta sin estadoCuenta"
1605642;"Error API S2";"Respuesta sin estadoCuenta"
1606198;"Error API S2";"Respuesta sin estadoCuenta"
1607597;"Error API S2";"Respuesta sin estadoCuenta"
1608343;"Error API S2";"Respuesta sin estadoCuenta"
1609374;"Error API S2";"Respuesta sin estadoCuenta"
1610885;"Error API S2";"Respuesta sin estadoCuenta"
1615359;"Error API S2";"Respuesta sin estadoCuenta"
1619084;"Error API S2";"Respuesta sin estadoCuenta"
1619548;"Error API S2";"Respuesta sin estadoCuenta"
1619587;"Error API S2";"Respuesta sin estadoCuenta"
1622446;"Error API S2";"Respuesta sin estadoCuenta"
1629286;"Error API S2";"Respuesta sin estadoCuenta"
1630426;"Error API S2";"Respuesta sin estadoCuenta"
1631757;"Error API S2";"Respuesta sin estadoCuenta"
1632071;"Error API S2";"Respuesta sin estadoCuenta"
1633619;"Error API S2";"Respuesta sin estadoCuenta"
1634757;"Error API S2";"Respuesta sin estadoCuenta"
1635808;"Error API S2";"Respuesta sin estadoCuenta"
1641279;"Error API S2";"Respuesta sin estadoCuenta"
1643074;"Error API S2";"Respuesta sin estadoCuenta"
1645362;"Error API S2";"Respuesta sin estadoCuenta"
1646311;"Error API S2";"Respuesta sin estadoCuenta"
1647499;"Error API S2";"Respuesta sin estadoCuenta"
1650109;"Error API S2";"Respuesta sin estadoCuenta"
1651032;"Error API S2";"Respuesta sin estadoCuenta"
1651038;"Error API S2";"Respuesta sin estadoCuenta"
1653205;"Error API S2";"Respuesta sin estadoCuenta"
1654083;"Error API S2";"Respuesta sin estadoCuenta"
1654094;"Error API S2";"Respuesta sin estadoCuenta"
1655598;"Error API S2";"Respuesta sin estadoCuenta"
1656274;"Error API S2";"Respuesta sin estadoCuenta"
1657539;"Error API S2";"Respuesta sin estadoCuenta"
1667195;"Error API S2";"Respuesta sin estadoCuenta"
1667969;"Error API S2";"Respuesta sin estadoCuenta"
1670593;"Error API S2";"Respuesta sin estadoCuenta"
1671432;"Error API S2";"Respuesta sin estadoCuenta"
1672560;"Error API S2";"Respuesta sin estadoCuenta"
1675092;"Error API S2";"Respuesta sin estadoCuenta"
1675231;"Error API S2";"Respuesta sin estadoCuenta"
1676444;"Error API S2";"Respuesta sin estadoCuenta"
1676983;"Error API S2";"Respuesta sin estadoCuenta"
1679932;"Error API S2";"Respuesta sin estadoCuenta"
1681331;"Error API S2";"Respuesta sin estadoCuenta"
1696029;"Error API S2";"Respuesta sin estadoCuenta"
1697284;"Error API S2";"Respuesta sin estadoCuenta"
1699758;"Error API S2";"Respuesta sin estadoCuenta"
1705045;"Error API S2";"Respuesta sin estadoCuenta"
1705683;"Error API S2";"Respuesta sin estadoCuenta"
1705877;"Error API S2";"Respuesta sin estadoCuenta"
1709545;"Error API S2";"Respuesta sin estadoCuenta"
1712603;"Error API S2";"Respuesta sin estadoCuenta"
1713841;"Error API S2";"Respuesta sin estadoCuenta"
1715603;"Error API S2";"Respuesta sin estadoCuenta"
1715629;"Error API S2";"Respuesta sin estadoCuenta"
1716160;"Error API S2";"Respuesta sin estadoCuenta"
1716348;"Error API S2";"Respuesta sin estadoCuenta"
1720257;"Error API S2";"Respuesta sin estadoCuenta"
1723875;"Error API S2";"Respuesta sin estadoCuenta"
1727710;"Error API S2";"Respuesta sin estadoCuenta"
1729021;"Error API S2";"Respuesta sin estadoCuenta"
1730415;"Error API S2";"Respuesta sin estadoCuenta"
1733331;"Error API S2";"Respuesta sin estadoCuenta"
1734460;"Error API S2";"Respuesta sin estadoCuenta"
1734866;"Error API S2";"Respuesta sin estadoCuenta"
1737229;"Error API S2";"Respuesta sin estadoCuenta"
1737608;"Error API S2";"Respuesta sin estadoCuenta"
1739274;"Error API S2";"Respuesta sin estadoCuenta"
1739610;"Error API S2";"Respuesta sin estadoCuenta"
1739966;"Error API S2";"Respuesta sin estadoCuenta"
1740019;"Error API S2";"Respuesta sin estadoCuenta"
1740954;"Error API S2";"Respuesta sin estadoCuenta"
1742223;"Error API S2";"Respuesta sin estadoCuenta"
1743145;"Error API S2";"Respuesta sin estadoCuenta"
1743809;"Error API S2";"Respuesta sin estadoCuenta"
1744197;"Error API S2";"Respuesta sin estadoCuenta"
1748404;"Error API S2";"Respuesta sin estadoCuenta"
1750058;"Error API S2";"Respuesta sin estadoCuenta"
1750880;"Error API S2";"Respuesta sin estadoCuenta"
1750989;"Error API S2";"Respuesta sin estadoCuenta"
1755696;"Error API S2";"Respuesta sin estadoCuenta"
1756032;"Error API S2";"Respuesta sin estadoCuenta"
1760303;"Error API S2";"Respuesta sin estadoCuenta"
1761964;"Error API S2";"Respuesta sin estadoCuenta"
1764419;"Error API S2";"Respuesta sin estadoCuenta"
1765862;"Error API S2";"Respuesta sin estadoCuenta"
1766882;"Error API S2";"Respuesta sin estadoCuenta"
1768597;"Error API S2";"Respuesta sin estadoCuenta"
1771030;"Error API S2";"Respuesta sin estadoCuenta"
1773448;"Error API S2";"Respuesta sin estadoCuenta"
1774092;"Error API S2";"Respuesta sin estadoCuenta"
1775771;"Error API S2";"Respuesta sin estadoCuenta"
1778358;"Error API S2";"Respuesta sin estadoCuenta"
1781017;"Error API S2";"Respuesta sin estadoCuenta"
1781540;"Error API S2";"Respuesta sin estadoCuenta"
1782299;"Error API S2";"Respuesta sin estadoCuenta"
1784009;"Error API S2";"Respuesta sin estadoCuenta"
1784183;"Error API S2";"Respuesta sin estadoCuenta"
1784719;"Error API S2";"Respuesta sin estadoCuenta"
1785155;"Error API S2";"Respuesta sin estadoCuenta"
1788512;"Error API S2";"Respuesta sin estadoCuenta"
1788975;"Error API S2";"Respuesta sin estadoCuenta"
1789880;"Error API S2";"Respuesta sin estadoCuenta"
1790724;"Error API S2";"Respuesta sin estadoCuenta"
1793295;"Error API S2";"Respuesta sin estadoCuenta"
1793526;"Error API S2";"Respuesta sin estadoCuenta"
1794060;"Error API S2";"Respuesta sin estadoCuenta"
1794965;"Error API S2";"Respuesta sin estadoCuenta"
1796398;"Error API S2";"Respuesta sin estadoCuenta"
1797465;"Error API S2";"Respuesta sin estadoCuenta"
1797699;"Error API S2";"Respuesta sin estadoCuenta"
1798745;"Error API S2";"Respuesta sin estadoCuenta"
1801909;"Error API S2";"Respuesta sin estadoCuenta"
1801982;"Error API S2";"Respuesta sin estadoCuenta"
1803298;"Error API S2";"Respuesta sin estadoCuenta"
1803640;"Error API S2";"Respuesta sin estadoCuenta"
1806738;"Error API S2";"Respuesta sin estadoCuenta"
1806793;"Error API S2";"Respuesta sin estadoCuenta"
1807267;"Error API S2";"Respuesta sin estadoCuenta"
1808168;"Error API S2";"Respuesta sin estadoCuenta"
1808435;"Error API S2";"Respuesta sin estadoCuenta"
1808700;"Error API S2";"Respuesta sin estadoCuenta"
1810996;"Error API S2";"Respuesta sin estadoCuenta"
1811638;"Error API S2";"Respuesta sin estadoCuenta"
1811843;"Error API S2";"Respuesta sin estadoCuenta"
1812780;"Error API S2";"Respuesta sin estadoCuenta"
1814395;"Error API S2";"Respuesta sin estadoCuenta"
1815046;"Error API S2";"Respuesta sin estadoCuenta"
1816230;"Error API S2";"Respuesta sin estadoCuenta"
1817962;"Error API S2";"Respuesta sin estadoCuenta"
1822439;"Error API S2";"Respuesta sin estadoCuenta"
1822773;"Error API S2";"Respuesta sin estadoCuenta"
1823222;"Error API S2";"Respuesta sin estadoCuenta"
1824051;"Error API S2";"Respuesta sin estadoCuenta"
1827343;"Error API S2";"Respuesta sin estadoCuenta"
1827649;"Error API S2";"Respuesta sin estadoCuenta"
1827762;"Error API S2";"Respuesta sin estadoCuenta"
1832141;"Error API S2";"Respuesta sin estadoCuenta"
1834610;"Error API S2";"Respuesta sin estadoCuenta"
1835144;"Error API S2";"Respuesta sin estadoCuenta"
1835186;"Error API S2";"Respuesta sin estadoCuenta"
1838894;"Error API S2";"Respuesta sin estadoCuenta"
1839999;"Error API S2";"Respuesta sin estadoCuenta"
1841553;"Error API S2";"Respuesta sin estadoCuenta"
1841578;"Error API S2";"Respuesta sin estadoCuenta"
1844518;"Error API S2";"Respuesta sin estadoCuenta"
1844530;"Error API S2";"Respuesta sin estadoCuenta"
1846511;"Error API S2";"Respuesta sin estadoCuenta"
1846843;"Error API S2";"Respuesta sin estadoCuenta"
1848526;"Error API S2";"Respuesta sin estadoCuenta"
1850630;"Error API S2";"Respuesta sin estadoCuenta"
1851043;"Error API S2";"Respuesta sin estadoCuenta"
1852710;"Error API S2";"Respuesta sin estadoCuenta"
1856091;"Error API S2";"Respuesta sin estadoCuenta"
1856671;"Error API S2";"Respuesta sin estadoCuenta"
1865300;"Error API S2";"Respuesta sin estadoCuenta"
1865393;"Error API S2";"Respuesta sin estadoCuenta"
