id_credito;tipo_error;detalle
888319;"Error API S2";"Respuesta sin estadoCuenta"
910879;"Error API S2";"Respuesta sin estadoCuenta"
911273;"Error API S2";"Respuesta sin estadoCuenta"
916448;"Error API S2";"Respuesta sin estadoCuenta"
926025;"Error API S2";"Respuesta sin estadoCuenta"
929580;"Error API S2";"Respuesta sin estadoCuenta"
930828;"Error API S2";"Respuesta sin estadoCuenta"
946904;"Error API S2";"Respuesta sin estadoCuenta"
950284;"Error API S2";"Respuesta sin estadoCuenta"
954385;"Error API S2";"Respuesta sin estadoCuenta"
963919;"Error API S2";"Respuesta sin estadoCuenta"
973778;"Error API S2";"Respuesta sin estadoCuenta"
988615;"Error API S2";"Respuesta sin estadoCuenta"
993955;"Error API S2";"Respuesta sin estadoCuenta"
994934;"Error API S2";"Respuesta sin estadoCuenta"
999782;"Error API S2";"Respuesta sin estadoCuenta"
1002601;"Error API S2";"Respuesta sin estadoCuenta"
1003100;"Error API S2";"Respuesta sin estadoCuenta"
1007736;"Error API S2";"Respuesta sin estadoCuenta"
1009491;"Error API S2";"Respuesta sin estadoCuenta"
1012344;"Error API S2";"Respuesta sin estadoCuenta"
1022615;"Error API S2";"Respuesta sin estadoCuenta"
1029506;"Error API S2";"Respuesta sin estadoCuenta"
1033864;"Error API S2";"Respuesta sin estadoCuenta"
1038084;"Error API S2";"Respuesta sin estadoCuenta"
1038131;"Error API S2";"Respuesta sin estadoCuenta"
1046685;"Error API S2";"Respuesta sin estadoCuenta"
1053191;"Error API S2";"Respuesta sin estadoCuenta"
1053767;"Error API S2";"Respuesta sin estadoCuenta"
1067880;"Error API S2";"Respuesta sin estadoCuenta"
1068139;"Error API S2";"Respuesta sin estadoCuenta"
1072472;"Error API S2";"Respuesta sin estadoCuenta"
1079127;"Error API S2";"Respuesta sin estadoCuenta"
1081893;"Error API S2";"Respuesta sin estadoCuenta"
1086006;"Error API S2";"Respuesta sin estadoCuenta"
1089284;"Error API S2";"Respuesta sin estadoCuenta"
1091718;"Error API S2";"Respuesta sin estadoCuenta"
1098669;"Error API S2";"Respuesta sin estadoCuenta"
1099973;"Error API S2";"Respuesta sin estadoCuenta"
1104343;"Error API S2";"Respuesta sin estadoCuenta"
1107624;"Error API S2";"Respuesta sin estadoCuenta"
1121673;"Error API S2";"Respuesta sin estadoCuenta"
1138579;"Error API S2";"Respuesta sin estadoCuenta"
1142338;"Error API S2";"Respuesta sin estadoCuenta"
1143238;"Error API S2";"Respuesta sin estadoCuenta"
1149073;"Error API S2";"Respuesta sin estadoCuenta"
1154871;"Error API S2";"Respuesta sin estadoCuenta"
1162556;"Error API S2";"Respuesta sin estadoCuenta"
1164886;"Error API S2";"Respuesta sin estadoCuenta"
1173214;"Error API S2";"Respuesta sin estadoCuenta"
1173501;"Error API S2";"Respuesta sin estadoCuenta"
1174067;"Error API S2";"Respuesta sin estadoCuenta"
1182858;"Error API S2";"Respuesta sin estadoCuenta"
1187568;"Error API S2";"Respuesta sin estadoCuenta"
1188723;"Error API S2";"Respuesta sin estadoCuenta"
1199766;"Error API S2";"Respuesta sin estadoCuenta"
1199914;"Error API S2";"Respuesta sin estadoCuenta"
1200214;"Error API S2";"Respuesta sin estadoCuenta"
1202290;"Error API S2";"Respuesta sin estadoCuenta"
1204249;"Error API S2";"Respuesta sin estadoCuenta"
1208332;"Error API S2";"Respuesta sin estadoCuenta"
1210445;"Error API S2";"Respuesta sin estadoCuenta"
1214825;"Error API S2";"Respuesta sin estadoCuenta"
1220458;"Error API S2";"Respuesta sin estadoCuenta"
1220608;"Error API S2";"Respuesta sin estadoCuenta"
1222434;"Error API S2";"Respuesta sin estadoCuenta"
1222629;"Error API S2";"Respuesta sin estadoCuenta"
1226370;"Error API S2";"Respuesta sin estadoCuenta"
1227442;"Error API S2";"Respuesta sin estadoCuenta"
1234227;"Error API S2";"Respuesta sin estadoCuenta"
1236186;"Error API S2";"Respuesta sin estadoCuenta"
1236311;"Error API S2";"Respuesta sin estadoCuenta"
1237896;"Error API S2";"Respuesta sin estadoCuenta"
1243099;"Error API S2";"Respuesta sin estadoCuenta"
1247638;"Error API S2";"Respuesta sin estadoCuenta"
1249120;"Error API S2";"Respuesta sin estadoCuenta"
1249482;"Error API S2";"Respuesta sin estadoCuenta"
1250529;"Error API S2";"Respuesta sin estadoCuenta"
1251594;"Error API S2";"Respuesta sin estadoCuenta"
1256192;"Error API S2";"Respuesta sin estadoCuenta"
1257742;"Error API S2";"Respuesta sin estadoCuenta"
1262493;"Error API S2";"Respuesta sin estadoCuenta"
1262553;"Error API S2";"Respuesta sin estadoCuenta"
1264228;"Error API S2";"Respuesta sin estadoCuenta"
1267515;"Error API S2";"Respuesta sin estadoCuenta"
1273183;"Error API S2";"Respuesta sin estadoCuenta"
1274076;"Error API S2";"Respuesta sin estadoCuenta"
1274518;"Error API S2";"Respuesta sin estadoCuenta"
1274567;"Error API S2";"Respuesta sin estadoCuenta"
1276934;"Error API S2";"Respuesta sin estadoCuenta"
1277721;"Error API S2";"Respuesta sin estadoCuenta"
1277725;"Error API S2";"Respuesta sin estadoCuenta"
1279407;"Error API S2";"Respuesta sin estadoCuenta"
1288730;"Error API S2";"Respuesta sin estadoCuenta"
1288936;"Error API S2";"Respuesta sin estadoCuenta"
1289046;"Error API S2";"Respuesta sin estadoCuenta"
1295029;"Error API S2";"Respuesta sin estadoCuenta"
1296111;"Error API S2";"Respuesta sin estadoCuenta"
1300264;"Error API S2";"Respuesta sin estadoCuenta"
1300278;"Error API S2";"Respuesta sin estadoCuenta"
1300438;"Error API S2";"Respuesta sin estadoCuenta"
1300604;"Error API S2";"Respuesta sin estadoCuenta"
1301947;"Error API S2";"Respuesta sin estadoCuenta"
1315847;"Error API S2";"Respuesta sin estadoCuenta"
1319548;"Error API S2";"Respuesta sin estadoCuenta"
1319618;"Error API S2";"Respuesta sin estadoCuenta"
1320210;"Error API S2";"Respuesta sin estadoCuenta"
1322044;"Error API S2";"Respuesta sin estadoCuenta"
1325076;"Error API S2";"Respuesta sin estadoCuenta"
1326781;"Error API S2";"Respuesta sin estadoCuenta"
1327765;"Error API S2";"Respuesta sin estadoCuenta"
1327809;"Error API S2";"Respuesta sin estadoCuenta"
1328273;"Error API S2";"Respuesta sin estadoCuenta"
1329195;"Error API S2";"Respuesta sin estadoCuenta"
1332242;"Error API S2";"Respuesta sin estadoCuenta"
1334407;"Error API S2";"Respuesta sin estadoCuenta"
1337678;"Error API S2";"Respuesta sin estadoCuenta"
1339996;"Error API S2";"Respuesta sin estadoCuenta"
1340580;"Error API S2";"Respuesta sin estadoCuenta"
1340920;"Error API S2";"Respuesta sin estadoCuenta"
1340922;"Error API S2";"Respuesta sin estadoCuenta"
1344259;"Error API S2";"Respuesta sin estadoCuenta"
1345139;"Error API S2";"Respuesta sin estadoCuenta"
1349377;"Error API S2";"Respuesta sin estadoCuenta"
1356406;"Error API S2";"Respuesta sin estadoCuenta"
1357468;"Error API S2";"Respuesta sin estadoCuenta"
1357907;"Error API S2";"Respuesta sin estadoCuenta"
1360152;"Error API S2";"Respuesta sin estadoCuenta"
1361554;"Error API S2";"Respuesta sin estadoCuenta"
1363799;"Error API S2";"Respuesta sin estadoCuenta"
1365102;"Error API S2";"Respuesta sin estadoCuenta"
1365685;"Error API S2";"Respuesta sin estadoCuenta"
1369894;"Error API S2";"Respuesta sin estadoCuenta"
1376169;"Error API S2";"Respuesta sin estadoCuenta"
1376339;"Error API S2";"Respuesta sin estadoCuenta"
1376611;"Error API S2";"Respuesta sin estadoCuenta"
1378806;"Error API S2";"Respuesta sin estadoCuenta"
1379230;"Error API S2";"Respuesta sin estadoCuenta"
1380509;"Error API S2";"Respuesta sin estadoCuenta"
1381777;"Error API S2";"Respuesta sin estadoCuenta"
1392906;"Error API S2";"Respuesta sin estadoCuenta"
1399706;"Error API S2";"Respuesta sin estadoCuenta"
1401472;"Error API S2";"Respuesta sin estadoCuenta"
1404043;"Error API S2";"Respuesta sin estadoCuenta"
1404091;"Error API S2";"Respuesta sin estadoCuenta"
1404375;"Error API S2";"Respuesta sin estadoCuenta"
1404496;"Error API S2";"Respuesta sin estadoCuenta"
1405438;"Error API S2";"Respuesta sin estadoCuenta"
1406067;"Error API S2";"Respuesta sin estadoCuenta"
1411710;"Error API S2";"Respuesta sin estadoCuenta"
1416077;"Error API S2";"Respuesta sin estadoCuenta"
1416236;"Error API S2";"Respuesta sin estadoCuenta"
1419299;"Error API S2";"Respuesta sin estadoCuenta"
1424473;"Error API S2";"Respuesta sin estadoCuenta"
1426349;"Error API S2";"Respuesta sin estadoCuenta"
1427370;"Error API S2";"Respuesta sin estadoCuenta"
1428504;"Error API S2";"Respuesta sin estadoCuenta"
1429327;"Error API S2";"Respuesta sin estadoCuenta"
1435392;"Error API S2";"Respuesta sin estadoCuenta"
1436937;"Error API S2";"Respuesta sin estadoCuenta"
1437045;"Error API S2";"Respuesta sin estadoCuenta"
1438581;"Error API S2";"Respuesta sin estadoCuenta"
1441753;"Error API S2";"Respuesta sin estadoCuenta"
1446178;"Error API S2";"Respuesta sin estadoCuenta"
1448351;"Error API S2";"Respuesta sin estadoCuenta"
1451225;"Error API S2";"Respuesta sin estadoCuenta"
1451321;"Error API S2";"Respuesta sin estadoCuenta"
1452156;"Error API S2";"Respuesta sin estadoCuenta"
1453326;"Error API S2";"Respuesta sin estadoCuenta"
1454305;"Error API S2";"Respuesta sin estadoCuenta"
1455169;"Error API S2";"Respuesta sin estadoCuenta"
1456197;"Error API S2";"Respuesta sin estadoCuenta"
1459469;"Error API S2";"Respuesta sin estadoCuenta"
1460898;"Error API S2";"Respuesta sin estadoCuenta"
1461955;"Error API S2";"Respuesta sin estadoCuenta"
1464976;"Error API S2";"Respuesta sin estadoCuenta"
1467429;"Error API S2";"Respuesta sin estadoCuenta"
1468352;"Error API S2";"Respuesta sin estadoCuenta"
1470738;"Error API S2";"Respuesta sin estadoCuenta"
1471917;"Error API S2";"Respuesta sin estadoCuenta"
1473979;"Error API S2";"Respuesta sin estadoCuenta"
1484769;"Error API S2";"Respuesta sin estadoCuenta"
1484904;"Error API S2";"Respuesta sin estadoCuenta"
1486799;"Error API S2";"Respuesta sin estadoCuenta"
1487088;"Error API S2";"Respuesta sin estadoCuenta"
1487328;"Error API S2";"Respuesta sin estadoCuenta"
1488278;"Error API S2";"Respuesta sin estadoCuenta"
1489427;"Error API S2";"Respuesta sin estadoCuenta"
1489453;"Error API S2";"Respuesta sin estadoCuenta"
1491754;"Error API S2";"Respuesta sin estadoCuenta"
1492195;"Error API S2";"Respuesta sin estadoCuenta"
1493944;"Error API S2";"Respuesta sin estadoCuenta"
1494706;"Error API S2";"Respuesta sin estadoCuenta"
1495105;"Error API S2";"Respuesta sin estadoCuenta"
1495297;"Error API S2";"Respuesta sin estadoCuenta"
1497749;"Error API S2";"Respuesta sin estadoCuenta"
1498055;"Error API S2";"Respuesta sin estadoCuenta"
1501260;"Error API S2";"Respuesta sin estadoCuenta"
1501372;"Error API S2";"Respuesta sin estadoCuenta"
1501395;"Error API S2";"Respuesta sin estadoCuenta"
1501774;"Error API S2";"Respuesta sin estadoCuenta"
1503046;"Error API S2";"Respuesta sin estadoCuenta"
1503882;"Error API S2";"Respuesta sin estadoCuenta"
1505831;"Error API S2";"Respuesta sin estadoCuenta"
1508292;"Error API S2";"Respuesta sin estadoCuenta"
1513822;"Error API S2";"Respuesta sin estadoCuenta"
1514242;"Error API S2";"Respuesta sin estadoCuenta"
1516652;"Error API S2";"Respuesta sin estadoCuenta"
1516795;"Error API S2";"Respuesta sin estadoCuenta"
1517460;"Error API S2";"Respuesta sin estadoCuenta"
1521025;"Error API S2";"Respuesta sin estadoCuenta"
1525764;"Error API S2";"Respuesta sin estadoCuenta"
1526184;"Error API S2";"Respuesta sin estadoCuenta"
1526941;"Error API S2";"Respuesta sin estadoCuenta"
1536646;"Error API S2";"Respuesta sin estadoCuenta"
1539969;"Error API S2";"Respuesta sin estadoCuenta"
1548056;"Error API S2";"Respuesta sin estadoCuenta"
1550502;"Error API S2";"Respuesta sin estadoCuenta"
1560121;"Error API S2";"Respuesta sin estadoCuenta"
1560312;"Error API S2";"Respuesta sin estadoCuenta"
1564006;"Error API S2";"Respuesta sin estadoCuenta"
1567022;"Error API S2";"Respuesta sin estadoCuenta"
1567335;"Error API S2";"Respuesta sin estadoCuenta"
1572777;"Error API S2";"Respuesta sin estadoCuenta"
1573054;"Error API S2";"Respuesta sin estadoCuenta"
1573550;"Error API S2";"Respuesta sin estadoCuenta"
1573595;"Error API S2";"Respuesta sin estadoCuenta"
1574199;"Error API S2";"Respuesta sin estadoCuenta"
1577512;"Error API S2";"Respuesta sin estadoCuenta"
1577702;"Error API S2";"Respuesta sin estadoCuenta"
1578525;"Error API S2";"Respuesta sin estadoCuenta"
1578641;"Error API S2";"Respuesta sin estadoCuenta"
1581691;"Error API S2";"Respuesta sin estadoCuenta"
1582956;"Error API S2";"Respuesta sin estadoCuenta"
1583189;"Error API S2";"Respuesta sin estadoCuenta"
1584846;"Error API S2";"Respuesta sin estadoCuenta"
1585191;"Error API S2";"Respuesta sin estadoCuenta"
1589278;"Error API S2";"Respuesta sin estadoCuenta"
1589318;"Error API S2";"Respuesta sin estadoCuenta"
1589600;"Error API S2";"Respuesta sin estadoCuenta"
1594173;"Error API S2";"Respuesta sin estadoCuenta"
1599866;"Error API S2";"Respuesta sin estadoCuenta"
1602697;"Error API S2";"Respuesta sin estadoCuenta"
1604215;"Error API S2";"Respuesta sin estadoCuenta"
1605682;"Error API S2";"Respuesta sin estadoCuenta"
1605689;"Error API S2";"Respuesta sin estadoCuenta"
1613267;"Error API S2";"Respuesta sin estadoCuenta"
1614340;"Error API S2";"Respuesta sin estadoCuenta"
1615198;"Error API S2";"Respuesta sin estadoCuenta"
1622030;"Error API S2";"Respuesta sin estadoCuenta"
1622667;"Error API S2";"Respuesta sin estadoCuenta"
1623962;"Error API S2";"Respuesta sin estadoCuenta"
1626130;"Error API S2";"Respuesta sin estadoCuenta"
1628202;"Error API S2";"Respuesta sin estadoCuenta"
1632737;"Error API S2";"Respuesta sin estadoCuenta"
1633305;"Error API S2";"Respuesta sin estadoCuenta"
1636872;"Error API S2";"Respuesta sin estadoCuenta"
1637723;"Error API S2";"Respuesta sin estadoCuenta"
1639153;"Error API S2";"Respuesta sin estadoCuenta"
1640855;"Error API S2";"Respuesta sin estadoCuenta"
1641771;"Error API S2";"Respuesta sin estadoCuenta"
1643412;"Error API S2";"Respuesta sin estadoCuenta"
1644790;"Error API S2";"Respuesta sin estadoCuenta"
1646980;"Error API S2";"Respuesta sin estadoCuenta"
1647603;"Error API S2";"Respuesta sin estadoCuenta"
1647978;"Error API S2";"Respuesta sin estadoCuenta"
1648724;"Error API S2";"Respuesta sin estadoCuenta"
1650071;"Error API S2";"Respuesta sin estadoCuenta"
1652916;"Error API S2";"Respuesta sin estadoCuenta"
1661729;"Error API S2";"Respuesta sin estadoCuenta"
1663157;"Error API S2";"Respuesta sin estadoCuenta"
1673643;"Error API S2";"Respuesta sin estadoCuenta"
1674685;"Error API S2";"Respuesta sin estadoCuenta"
1678493;"Error API S2";"Respuesta sin estadoCuenta"
1687188;"Error API S2";"Respuesta sin estadoCuenta"
1690404;"Error API S2";"Respuesta sin estadoCuenta"
1691008;"Error API S2";"Respuesta sin estadoCuenta"
1691862;"Error API S2";"Respuesta sin estadoCuenta"
1696526;"Error API S2";"Respuesta sin estadoCuenta"
1698025;"Error API S2";"Respuesta sin estadoCuenta"
1703950;"Error API S2";"Respuesta sin estadoCuenta"
1708216;"Error API S2";"Respuesta sin estadoCuenta"
1710695;"Error API S2";"Respuesta sin estadoCuenta"
1719312;"Error API S2";"Respuesta sin estadoCuenta"
1719991;"Error API S2";"Respuesta sin estadoCuenta"
1720373;"Error API S2";"Respuesta sin estadoCuenta"
1723839;"Error API S2";"Respuesta sin estadoCuenta"
1726041;"Error API S2";"Respuesta sin estadoCuenta"
1727902;"Error API S2";"Respuesta sin estadoCuenta"
1730103;"Error API S2";"Respuesta sin estadoCuenta"
1734055;"Error API S2";"Respuesta sin estadoCuenta"
1736102;"Error API S2";"Respuesta sin estadoCuenta"
1739608;"Error API S2";"Respuesta sin estadoCuenta"
1739673;"Error API S2";"Respuesta sin estadoCuenta"
1739982;"Error API S2";"Respuesta sin estadoCuenta"
1741918;"Error API S2";"Respuesta sin estadoCuenta"
1745655;"Error API S2";"Respuesta sin estadoCuenta"
1749934;"Error API S2";"Respuesta sin estadoCuenta"
1751924;"Error API S2";"Respuesta sin estadoCuenta"
1755565;"Error API S2";"Respuesta sin estadoCuenta"
1761067;"Error API S2";"Respuesta sin estadoCuenta"
1762174;"Error API S2";"Respuesta sin estadoCuenta"
1764347;"Error API S2";"Respuesta sin estadoCuenta"
1764606;"Error API S2";"Respuesta sin estadoCuenta"
1765518;"Error API S2";"Respuesta sin estadoCuenta"
1768436;"Error API S2";"Respuesta sin estadoCuenta"
1770078;"Error API S2";"Respuesta sin estadoCuenta"
1770679;"Error API S2";"Respuesta sin estadoCuenta"
1773553;"Error API S2";"Respuesta sin estadoCuenta"
1775080;"Error API S2";"Respuesta sin estadoCuenta"
1775964;"Error API S2";"Respuesta sin estadoCuenta"
1781640;"Error API S2";"Respuesta sin estadoCuenta"
1782157;"Error API S2";"Respuesta sin estadoCuenta"
1782279;"Error API S2";"Respuesta sin estadoCuenta"
1783968;"Error API S2";"Respuesta sin estadoCuenta"
1789089;"Error API S2";"Respuesta sin estadoCuenta"
1789090;"Error API S2";"Respuesta sin estadoCuenta"
1789898;"Error API S2";"Respuesta sin estadoCuenta"
1792076;"Error API S2";"Respuesta sin estadoCuenta"
1793683;"Error API S2";"Respuesta sin estadoCuenta"
1793799;"Error API S2";"Respuesta sin estadoCuenta"
1795441;"Error API S2";"Respuesta sin estadoCuenta"
1797994;"Error API S2";"Respuesta sin estadoCuenta"
1798341;"Error API S2";"Respuesta sin estadoCuenta"
1799310;"Error API S2";"Respuesta sin estadoCuenta"
1803627;"Error API S2";"Respuesta sin estadoCuenta"
1804154;"Error API S2";"Respuesta sin estadoCuenta"
1806816;"Error API S2";"Respuesta sin estadoCuenta"
1807134;"Error API S2";"Respuesta sin estadoCuenta"
1808077;"Error API S2";"Respuesta sin estadoCuenta"
1808573;"Error API S2";"Respuesta sin estadoCuenta"
1809417;"Error API S2";"Respuesta sin estadoCuenta"
1812792;"Error API S2";"Respuesta sin estadoCuenta"
1814126;"Error API S2";"Respuesta sin estadoCuenta"
1814630;"Error API S2";"Respuesta sin estadoCuenta"
1819810;"Error API S2";"Respuesta sin estadoCuenta"
1821915;"Error API S2";"Respuesta sin estadoCuenta"
1827346;"Error API S2";"Respuesta sin estadoCuenta"
1827578;"Error API S2";"Respuesta sin estadoCuenta"
1827914;"Error API S2";"Respuesta sin estadoCuenta"
1829179;"Error API S2";"Respuesta sin estadoCuenta"
1833331;"Error API S2";"Respuesta sin estadoCuenta"
1834623;"Error API S2";"Respuesta sin estadoCuenta"
1835154;"Error API S2";"Respuesta sin estadoCuenta"
1839272;"Error API S2";"Respuesta sin estadoCuenta"
1839884;"Error API S2";"Respuesta sin estadoCuenta"
1841496;"Error API S2";"Respuesta sin estadoCuenta"
1844207;"Error API S2";"Respuesta sin estadoCuenta"
1844674;"Error API S2";"Respuesta sin estadoCuenta"
1845078;"Error API S2";"Respuesta sin estadoCuenta"
1846768;"Error API S2";"Respuesta sin estadoCuenta"
1847996;"Error API S2";"Respuesta sin estadoCuenta"
1850172;"Error API S2";"Respuesta sin estadoCuenta"
1850685;"Error API S2";"Respuesta sin estadoCuenta"
1852241;"Error API S2";"Respuesta sin estadoCuenta"
1852454;"Error API S2";"Respuesta sin estadoCuenta"
1853051;"Error API S2";"Respuesta sin estadoCuenta"
1853154;"Error API S2";"Respuesta sin estadoCuenta"
1854616;"Error API S2";"Respuesta sin estadoCuenta"
1854721;"Error API S2";"Respuesta sin estadoCuenta"
1857657;"Error API S2";"Respuesta sin estadoCuenta"
1861062;"Error API S2";"Respuesta sin estadoCuenta"
1862173;"Error API S2";"Respuesta sin estadoCuenta"
1863157;"Error API S2";"Respuesta sin estadoCuenta"
1863309;"Error API S2";"Respuesta sin estadoCuenta"
1866468;"Error API S2";"Respuesta sin estadoCuenta"
1874632;"Error API S2";"Respuesta sin estadoCuenta"
1875094;"Error API S2";"Respuesta sin estadoCuenta"
1878232;"Error API S2";"Respuesta sin estadoCuenta"
1878844;"Error API S2";"Respuesta sin estadoCuenta"
1879220;"Error API S2";"Respuesta sin estadoCuenta"
1882987;"Error API S2";"Respuesta sin estadoCuenta"
1883044;"Error API S2";"Respuesta sin estadoCuenta"
1884273;"Error API S2";"Respuesta sin estadoCuenta"
1884582;"Error API S2";"Respuesta sin estadoCuenta"
1884781;"Error API S2";"Respuesta sin estadoCuenta"
1888853;"Error API S2";"Respuesta sin estadoCuenta"
1890757;"Error API S2";"Respuesta sin estadoCuenta"
1892192;"Error API S2";"Respuesta sin estadoCuenta"
1893001;"Error API S2";"Respuesta sin estadoCuenta"
1894519;"Error API S2";"Respuesta sin estadoCuenta"
1894896;"Error API S2";"Respuesta sin estadoCuenta"
1895813;"Error API S2";"Respuesta sin estadoCuenta"
1897161;"Error API S2";"Respuesta sin estadoCuenta"
1897370;"Error API S2";"Respuesta sin estadoCuenta"
1901304;"Error API S2";"Respuesta sin estadoCuenta"
1902505;"Error API S2";"Respuesta sin estadoCuenta"
1903020;"Error API S2";"Respuesta sin estadoCuenta"
1903853;"Error API S2";"Respuesta sin estadoCuenta"
1906471;"Error API S2";"Respuesta sin estadoCuenta"
1910017;"Error API S2";"Respuesta sin estadoCuenta"
1912147;"Error API S2";"Respuesta sin estadoCuenta"
1912591;"Error API S2";"Respuesta sin estadoCuenta"
1914046;"Error API S2";"Respuesta sin estadoCuenta"
1915084;"Error API S2";"Respuesta sin estadoCuenta"
1916810;"Error API S2";"Respuesta sin estadoCuenta"
1918764;"Error API S2";"Respuesta sin estadoCuenta"
1919151;"Error API S2";"Respuesta sin estadoCuenta"
1919450;"Error API S2";"Respuesta sin estadoCuenta"
1922631;"Error API S2";"Respuesta sin estadoCuenta"
1924027;"Error API S2";"Respuesta sin estadoCuenta"
1925638;"Error API S2";"Respuesta sin estadoCuenta"
1927011;"Error API S2";"Respuesta sin estadoCuenta"
1927920;"Error API S2";"Respuesta sin estadoCuenta"
1927949;"Error API S2";"Respuesta sin estadoCuenta"
1928549;"Error API S2";"Respuesta sin estadoCuenta"
1929536;"Error API S2";"Respuesta sin estadoCuenta"
1932400;"Error API S2";"Respuesta sin estadoCuenta"
1932917;"Error API S2";"Respuesta sin estadoCuenta"
1936373;"Error API S2";"Respuesta sin estadoCuenta"
1936487;"Error API S2";"Respuesta sin estadoCuenta"
1938818;"Error API S2";"Respuesta sin estadoCuenta"
1940011;"Error API S2";"Respuesta sin estadoCuenta"
1940342;"Error API S2";"Respuesta sin estadoCuenta"
1940837;"Error API S2";"Respuesta sin estadoCuenta"
1941488;"Error API S2";"Respuesta sin estadoCuenta"
1943194;"Error API S2";"Respuesta sin estadoCuenta"
1944494;"Error API S2";"Respuesta sin estadoCuenta"
1944785;"Error API S2";"Respuesta sin estadoCuenta"
