id_gastos_cobranza;Id_credito;parcialidad_actual;parcialidad_calculada;estatus;detalle;semana;periodo_inicio;periodo_fin;monto_local;nota_fecha_s2;nota_monto_s2;nota_indice_s2;cuota_id_cargo;cuota_fecha_vencimiento;cuota_concepto;metodo_calculo
322762;1848368;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 78";cuota_en_periodo_gdc
340323;1848368;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 78";cuota_en_periodo_gdc
391421;1848368;4;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 78";cuota_en_periodo_gdc
297289;1848493;0;1;ok;"Requiere ajuste de parcialidad";"Semana 12-2026";2026-03-16;2026-03-22;250.00;2026-03-22;250.00;0;1;2026-03-16;"CUOTA SEMANAL 1 DE 78";cuota_en_periodo_gdc
297290;1848511;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 78";cuota_en_periodo_gdc
340324;1848511;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 78";cuota_en_periodo_gdc
356692;1848517;3;4;ok;"Requiere ajuste de parcialidad";"Semana 15-2026";2026-04-06;2026-04-12;250.00;2026-04-08;250.00;0;4;2026-04-06;"CUOTA SEMANAL 4 DE 130";cuota_en_periodo_gdc
409116;1848517;2;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 130";cuota_en_periodo_gdc
340325;1848545;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;2;2026-03-30;"CUOTA SEMANAL 2 DE 130";cuota_en_periodo_gdc
356693;1848545;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;3;2026-04-06;"CUOTA SEMANAL 3 DE 130";cuota_en_periodo_gdc
374147;1848545;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;4;2026-04-13;"CUOTA SEMANAL 4 DE 130";cuota_en_periodo_gdc
391422;1848545;4;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;5;2026-04-20;"CUOTA SEMANAL 5 DE 130";cuota_en_periodo_gdc
409117;1848545;5;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;6;2026-04-27;"CUOTA SEMANAL 6 DE 130";cuota_en_periodo_gdc
297291;1848549;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 130";cuota_en_periodo_gdc
322763;1848549;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 130";cuota_en_periodo_gdc
340326;1848549;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 130";cuota_en_periodo_gdc
356694;1848549;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;4;2026-04-06;"CUOTA SEMANAL 4 DE 130";cuota_en_periodo_gdc
374148;1848549;5;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;5;2026-04-13;"CUOTA SEMANAL 5 DE 130";cuota_en_periodo_gdc
391423;1848549;6;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 130";cuota_en_periodo_gdc
409118;1848549;7;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 130";cuota_en_periodo_gdc
297292;1848555;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 104";cuota_en_periodo_gdc
322764;1848555;0;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 104";cuota_en_periodo_gdc
340327;1848555;0;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 104";cuota_en_periodo_gdc
356695;1848555;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;4;2026-04-06;"CUOTA SEMANAL 4 DE 104";cuota_en_periodo_gdc
374149;1848555;5;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;5;2026-04-13;"CUOTA SEMANAL 5 DE 104";cuota_en_periodo_gdc
391424;1848555;6;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 104";cuota_en_periodo_gdc
409119;1848555;7;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 104";cuota_en_periodo_gdc
322765;1848558;1;2;ok;"Requiere ajuste de parcialidad";"Semana 13-2026";2026-03-23;2026-03-29;250.00;2026-03-30;250.00;0;2;2026-03-23;"CUOTA SEMANAL 2 DE 104";cuota_en_periodo_gdc
391425;1848577;1;6;ok;"Requiere ajuste de parcialidad";"Semana 17-2026";2026-04-20;2026-04-26;250.00;2026-04-21;250.00;0;6;2026-04-20;"CUOTA SEMANAL 6 DE 78";cuota_en_periodo_gdc
374150;1848591;1;5;ok;"Requiere ajuste de parcialidad";"Semana 16-2026";2026-04-13;2026-04-19;250.00;2026-04-14;250.00;0;5;2026-04-13;"CUOTA SEMANAL 5 DE 78";cuota_en_periodo_gdc
322766;1848637;0;1;ok;"Requiere ajuste de parcialidad";"Semana 13-2026";2026-03-23;2026-03-29;250.00;2026-03-24;250.00;0;1;2026-03-23;"CUOTA SEMANAL 1 DE 78";cuota_en_periodo_gdc
322767;1848639;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;1;2026-03-23;"CUOTA SEMANAL 1 DE 130";cuota_en_periodo_gdc
340328;1848639;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;2;2026-03-30;"CUOTA SEMANAL 2 DE 130";cuota_en_periodo_gdc
356696;1848639;1;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;3;2026-04-06;"CUOTA SEMANAL 3 DE 130";cuota_en_periodo_gdc
374151;1848639;4;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;4;2026-04-13;"CUOTA SEMANAL 4 DE 130";cuota_en_periodo_gdc
391426;1848639;5;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;5;2026-04-20;"CUOTA SEMANAL 5 DE 130";cuota_en_periodo_gdc
409120;1848639;6;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;6;2026-04-27;"CUOTA SEMANAL 6 DE 130";cuota_en_periodo_gdc
297293;1848647;0;1;ambigua;"Empate entre 2 notas candidatas; diff_monto=0;score_fecha=0";"Semana 12-2026";2026-03-16;2026-03-22;250.00;2026-03-18;250.00;0;1;2026-03-16;"CUOTA SEMANAL 1 DE 52";cuota_en_periodo_gdc
409121;1848647;2;7;ok;"Requiere ajuste de parcialidad";"Semana 18-2026";2026-04-27;2026-05-03;250.00;2026-04-28;250.00;2;7;2026-04-27;"CUOTA SEMANAL 7 DE 52";cuota_en_periodo_gdc
297294;1848661;0;1;ok;"Requiere ajuste de parcialidad";"Semana 12-2026";2026-03-16;2026-03-22;250.00;2026-03-17;250.00;0;1;2026-03-16;"CUOTA SEMANAL 1 DE 104";cuota_en_periodo_gdc
297295;1848703;0;1;ok;"Requiere ajuste de parcialidad";"Semana 12-2026";2026-03-16;2026-03-22;250.00;2026-03-21;250.00;0;1;2026-03-16;"CUOTA SEMANAL 1 DE 52";cuota_en_periodo_gdc
409122;1848703;2;7;ok;"Requiere ajuste de parcialidad";"Semana 18-2026";2026-04-27;2026-05-03;250.00;2026-04-28;250.00;1;7;2026-04-27;"CUOTA SEMANAL 7 DE 52";cuota_en_periodo_gdc
391427;1848710;1;5;ok;"Requiere ajuste de parcialidad";"Semana 17-2026";2026-04-20;2026-04-26;250.00;2026-04-27;250.00;0;5;2026-04-20;"CUOTA SEMANAL 5 DE 52";cuota_en_periodo_gdc
356697;1848763;1;2;ok;"Requiere ajuste de parcialidad";"Semana 15-2026";2026-04-06;2026-04-12;250.00;2026-04-07;250.00;0;2;2026-04-06;"CUOTA SEMANAL 2 DE 52";cuota_en_periodo_gdc
297296;1848766;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 104";cuota_en_periodo_gdc
297297;1848806;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 78";cuota_en_periodo_gdc
322768;1848806;0;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 78";cuota_en_periodo_gdc
340329;1848806;0;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 78";cuota_en_periodo_gdc
356698;1848806;0;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;4;2026-04-06;"CUOTA SEMANAL 4 DE 78";cuota_en_periodo_gdc
374152;1848806;5;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;5;2026-04-13;"CUOTA SEMANAL 5 DE 78";cuota_en_periodo_gdc
391428;1848806;6;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 78";cuota_en_periodo_gdc
409123;1848806;7;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 78";cuota_en_periodo_gdc
374153;1848807;1;4;ok;"Requiere ajuste de parcialidad";"Semana 16-2026";2026-04-13;2026-04-19;250.00;2026-04-14;250.00;0;4;2026-04-13;"CUOTA SEMANAL 4 DE 52";cuota_en_periodo_gdc
391429;1848807;2;5;ok;"Requiere ajuste de parcialidad";"Semana 17-2026";2026-04-20;2026-04-26;250.00;2026-04-23;250.00;1;5;2026-04-20;"CUOTA SEMANAL 5 DE 52";cuota_en_periodo_gdc
297298;1848879;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 78";cuota_en_periodo_gdc
297299;1849014;0;1;ok;"Requiere ajuste de parcialidad";"Semana 12-2026";2026-03-16;2026-03-22;250.00;2026-03-23;250.00;0;1;2026-03-16;"CUOTA SEMANAL 1 DE 52";cuota_en_periodo_gdc
391430;1849014;2;6;ok;"Requiere ajuste de parcialidad";"Semana 17-2026";2026-04-20;2026-04-26;250.00;2026-04-27;250.00;1;6;2026-04-20;"CUOTA SEMANAL 6 DE 52";cuota_en_periodo_gdc
340330;1849023;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 130";cuota_en_periodo_gdc
356699;1849023;2;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;4;2026-04-06;"CUOTA SEMANAL 4 DE 130";cuota_en_periodo_gdc
297300;1849031;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 130";cuota_en_periodo_gdc
409124;1849144;1;7;ok;"Requiere ajuste de parcialidad";"Semana 18-2026";2026-04-27;2026-05-03;250.00;2026-04-28;250.00;0;7;2026-04-27;"CUOTA SEMANAL 7 DE 104";cuota_en_periodo_gdc
297301;1849152;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 52";cuota_en_periodo_gdc
356700;1849152;4;4;sin_cambio;"La parcialidad actual ya coincide";"Semana 15-2026";2026-04-06;2026-04-12;250.00;2026-04-03;250.00;0;4;2026-04-06;"CUOTA SEMANAL 4 DE 52";cuota_en_periodo_gdc
374154;1849152;3;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;5;2026-04-13;"CUOTA SEMANAL 5 DE 52";cuota_en_periodo_gdc
297302;1849222;0;1;ok;"Requiere ajuste de parcialidad";"Semana 12-2026";2026-03-16;2026-03-22;250.00;2026-03-19;250.00;0;1;2026-03-16;"CUOTA SEMANAL 1 DE 52";cuota_en_periodo_gdc
409125;1849222;2;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 52";cuota_en_periodo_gdc
340332;1849333;0;1;ok;"Requiere ajuste de parcialidad";"Semana 14-2026";2026-03-30;2026-04-05;250.00;2026-03-31;250.00;0;1;2026-03-30;"CUOTA SEMANAL 1 DE 130";cuota_en_periodo_gdc
391431;1849371;1;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;4;2026-04-20;"CUOTA SEMANAL 4 DE 104";cuota_en_periodo_gdc
297303;1849410;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 104";cuota_en_periodo_gdc
340333;1849410;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 104";cuota_en_periodo_gdc
374155;1849410;3;5;ok;"Requiere ajuste de parcialidad";"Semana 16-2026";2026-04-13;2026-04-19;250.00;2026-04-20;250.00;1;5;2026-04-13;"CUOTA SEMANAL 5 DE 104";cuota_en_periodo_gdc
297304;1849457;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 52";cuota_en_periodo_gdc
322770;1849457;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 52";cuota_en_periodo_gdc
297305;1849489;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 52";cuota_en_periodo_gdc
322771;1849489;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 52";cuota_en_periodo_gdc
340334;1849489;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 52";cuota_en_periodo_gdc
391432;1849523;1;6;ok;"Requiere ajuste de parcialidad";"Semana 17-2026";2026-04-20;2026-04-26;250.00;2026-04-21;250.00;0;6;2026-04-20;"CUOTA SEMANAL 6 DE 52";cuota_en_periodo_gdc
297306;1849573;0;1;ok;"Requiere ajuste de parcialidad";"Semana 12-2026";2026-03-16;2026-03-22;250.00;2026-03-21;250.00;0;1;2026-03-16;"CUOTA SEMANAL 1 DE 130";cuota_en_periodo_gdc
374156;1849573;2;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;5;2026-04-13;"CUOTA SEMANAL 5 DE 130";cuota_en_periodo_gdc
391433;1849573;3;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 130";cuota_en_periodo_gdc
409126;1849573;4;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 130";cuota_en_periodo_gdc
297307;1849789;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;1;2026-03-16;"CUOTA SEMANAL 1 DE 78";cuota_en_periodo_gdc
340335;1849789;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 78";cuota_en_periodo_gdc
356701;1849789;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;4;2026-04-06;"CUOTA SEMANAL 4 DE 78";cuota_en_periodo_gdc
374157;1849789;4;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;5;2026-04-13;"CUOTA SEMANAL 5 DE 78";cuota_en_periodo_gdc
391434;1849789;5;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 78";cuota_en_periodo_gdc
409127;1849789;6;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 78";cuota_en_periodo_gdc
340336;1849866;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;2;2026-03-30;"CUOTA SEMANAL 2 DE 78";cuota_en_periodo_gdc
356702;1849880;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;4;2026-04-06;"CUOTA SEMANAL 4 DE 130";cuota_en_periodo_gdc
374158;1849880;2;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;5;2026-04-13;"CUOTA SEMANAL 5 DE 130";cuota_en_periodo_gdc
391435;1849880;3;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 130";cuota_en_periodo_gdc
409128;1849880;4;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 130";cuota_en_periodo_gdc
322773;1849913;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 104";cuota_en_periodo_gdc
356703;1849913;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;4;2026-04-06;"CUOTA SEMANAL 4 DE 104";cuota_en_periodo_gdc
391436;1849913;3;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 104";cuota_en_periodo_gdc
409129;1849913;4;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 104";cuota_en_periodo_gdc
322774;1849940;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 130";cuota_en_periodo_gdc
340337;1849940;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 130";cuota_en_periodo_gdc
356704;1849940;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;4;2026-04-06;"CUOTA SEMANAL 4 DE 130";cuota_en_periodo_gdc
374159;1849940;4;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;5;2026-04-13;"CUOTA SEMANAL 5 DE 130";cuota_en_periodo_gdc
391437;1849940;5;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 130";cuota_en_periodo_gdc
409130;1849940;6;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 130";cuota_en_periodo_gdc
297309;1849950;0;1;ok;"Requiere ajuste de parcialidad";"Semana 12-2026";2026-03-16;2026-03-22;250.00;2026-03-17;250.00;0;1;2026-03-16;"CUOTA SEMANAL 1 DE 130";cuota_en_periodo_gdc
391438;1849950;2;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;6;2026-04-20;"CUOTA SEMANAL 6 DE 130";cuota_en_periodo_gdc
409131;1849950;3;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;7;2026-04-27;"CUOTA SEMANAL 7 DE 130";cuota_en_periodo_gdc
340338;1849972;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;2;2026-03-30;"CUOTA SEMANAL 2 DE 78";cuota_en_periodo_gdc
356705;1849972;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;3;2026-04-06;"CUOTA SEMANAL 3 DE 78";cuota_en_periodo_gdc
322775;1850026;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 78";cuota_en_periodo_gdc
340339;1850026;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;3;2026-03-30;"CUOTA SEMANAL 3 DE 78";cuota_en_periodo_gdc
356706;1850026;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;4;2026-04-06;"CUOTA SEMANAL 4 DE 78";cuota_en_periodo_gdc
374160;1850026;4;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;5;2026-04-13;"CUOTA SEMANAL 5 DE 78";cuota_en_periodo_gdc
